Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
South,Sandy,Cotton,124.39407399039985,39.7282248,TRUE,FALSE,Sunny,104,3.3389028529616023
South,Chalky,Maize,600.0393791880064,16.95906934344506,TRUE,FALSE,Sunny,101,4.622329967678543
East,Chalky,Rice,217.1072088312397,31.45315344333692,TRUE,TRUE,Cloudy,140,4.458968179163453
South,Silt,Cotton,232.02605580938783,35.81622943602076,TRUE,TRUE,Sunny,140,4.709948439841018
South,Sandy,Maize,207.40847934388302,23.130181900031346,FALSE,TRUE,Rainy,80,3.334547286963279
West,Loam,Wheat,891.3884905120026,29.23768565449456,TRUE,TRUE,Cloudy,148,7.647099475817491
West,Chalky,Rice,634.8283611696188,24.168906880053385,FALSE,TRUE,Cloudy,128,5.013704786954992
North,Clay,Maize,628.2999824785794,38.19275360029708,TRUE,TRUE,Cloudy,148,5.882413944015285
West,Loam,Barley,338.3626631831053,21.55170053893988,TRUE,FALSE,Sunny,133,4.448942154324271
South,Sandy,Wheat,855.9960663828305,36.47976738684265,FALSE,TRUE,Rainy,74,6.814436053086213
North,Clay,Rice,755.0420257059086,25.177347712001797,TRUE,FALSE,Rainy,85,5.286759817440235
North,Peaty,Soybean,706.2559311147489,25.986050908853265,TRUE,TRUE,Cloudy,130,7.411565873925662
East,Loam,Soybean,756.6679533243234,39.143524335711234,TRUE,TRUE,Cloudy,107,5.4477946934218435
West,Clay,Barley,238.44743473000602,21.417011695371702,FALSE,FALSE,Rainy,68,1.493741311310994
North,Sandy,Barley,470.20647048626887,15.521931320314339,TRUE,FALSE,Sunny,125,3.187483098672958
South,Clay,Cotton,984.6739724,30.101671847068566,TRUE,TRUE,Sunny,76,7.708500632426629
North,Loam,Rice,806.5865297094705,20.726574762817407,TRUE,FALSE,Sunny,120,6.436842034129749
North,Loam,Maize,505.32335950028613,23.496313413290004,FALSE,FALSE,Cloudy,119,3.929180468515719
East,Peaty,Barley,247.5114144699311,31.45413359352684,TRUE,TRUE,Cloudy,66,4.777181904677252
South,Peaty,Rice,881.9160289083738,31.070988335489737,FALSE,FALSE,Rainy,79,5.237036520179397
South,Loam,Wheat,201.34742477804602,23.659353943018466,FALSE,FALSE,Rainy,87,2.0042442278723187
West,Sandy,Rice,354.86404900626366,21.98180846008028,TRUE,FALSE,Cloudy,124,3.889839788018744
South,Silt,Maize,442.4766834070994,38.311500584566495,TRUE,TRUE,Cloudy,112,5.426399303418442
North,Silt,Barley,175.21149630986773,28.613361761743363,FALSE,FALSE,Cloudy,80,1.5993916902962932
South,Sandy,Rice,181.96980799213884,38.013103287367954,TRUE,TRUE,Cloudy,135,3.7529834658467687
South,Chalky,Cotton,861.7240057263784,23.290538254060948,TRUE,TRUE,Cloudy,84,6.963672062320237
North,Clay,Barley,406.9939856694624,32.48042669053953,TRUE,TRUE,Rainy,66,5.192904009406533
East,Chalky,Wheat,929.8702674,33.460343325953176,TRUE,FALSE,Sunny,83,6.769115938815079
West,Chalky,Barley,720.7903718166813,22.044736997385805,FALSE,TRUE,Cloudy,130,4.745159547593654
West,Loam,Maize,675.1274026753773,38.751654528098534,FALSE,FALSE,Rainy,66,4.040846378816257
East,Chalky,Rice,336.1972772884591,31.05691846066642,FALSE,FALSE,Sunny,107,2.527263782900776
North,Peaty,Cotton,866.4590367066945,36.23984165782146,TRUE,TRUE,Cloudy,62,7.700185686925081
West,Clay,Barley,269.5098696387145,16.33963815524001,TRUE,TRUE,Sunny,75,3.4518601992704454
East,Peaty,Rice,702.4729021,39.00808553823934,FALSE,TRUE,Rainy,61,5.533296547009777
East,Loam,Barley,635.2362513443817,27.443659637098985,FALSE,FALSE,Sunny,113,2.8466262381046867
East,Peaty,Cotton,745.6850348142216,18.85866503240401,FALSE,TRUE,Sunny,64,5.281168838861096
West,Chalky,Cotton,444.2546906673503,36.866934437466625,TRUE,TRUE,Sunny,147,5.903829186431484
West,Chalky,Rice,299.61507264724514,22.37163489882002,TRUE,TRUE,Sunny,63,4.587744690548557
West,Chalky,Cotton,371.43772571016694,15.186527836832367,TRUE,FALSE,Sunny,91,3.6338229759711087
West,Clay,Maize,437.3535656847074,36.61613184068675,TRUE,TRUE,Rainy,68,5.917659637043509
South,Sandy,Barley,590.4182514,22.188118798618113,TRUE,FALSE,Sunny,79,4.764048484074487
East,Loam,Soybean,376.2248564262518,37.38312089,TRUE,TRUE,Sunny,67,5.949331555814454
South,Clay,Wheat,325.4585370510242,35.59786345836185,FALSE,TRUE,Sunny,81,3.8102187391136995
East,Silt,Soybean,433.9838813419354,36.79901429097325,FALSE,TRUE,Cloudy,136,3.528075629064558
West,Loam,Rice,520.2395311675551,15.571048673113264,TRUE,FALSE,Sunny,129,3.1484487963356242
West,Silt,Cotton,372.31306482515834,20.259427216317853,FALSE,FALSE,Cloudy,76,1.7200758801422467
South,Chalky,Rice,268.0688975423225,27.64671498065492,FALSE,TRUE,Rainy,93,3.655724232772678
North,Peaty,Cotton,848.6902418974771,20.38250825672309,TRUE,FALSE,Sunny,124,5.883072706855007
West,Silt,Maize,807.2126687002127,24.147958968550356,FALSE,FALSE,Rainy,105,4.579431070806774
North,Chalky,Barley,539.5284439534481,27.315984149443118,FALSE,FALSE,Cloudy,131,4.456354342225016
East,Loam,Rice,441.7249536223667,37.29664750708707,TRUE,FALSE,Cloudy,78,5.041767312
South,Loam,Cotton,574.3123521421196,24.281603491903013,TRUE,TRUE,Cloudy,148,6.651906424709748
North,Silt,Wheat,734.3265926,34.14225332624946,FALSE,FALSE,Cloudy,115,5.1836700647559315
North,Silt,Rice,872.5779780122576,26.289280869681257,TRUE,TRUE,Sunny,66,7.387361584356405
West,Peaty,Cotton,596.4345219730571,26.721337546286918,TRUE,FALSE,Rainy,99,4.854835773112933
North,Clay,Cotton,732.4215730349696,33.37188881904905,TRUE,FALSE,Cloudy,103,5.4879951249106975
North,Chalky,Soybean,410.0037964344305,22.15273963964431,TRUE,FALSE,Sunny,85,4.491460183994401
East,Clay,Soybean,486.96270073871733,30.340844956140387,FALSE,TRUE,Cloudy,73,4.117735005305045
South,Peaty,Rice,311.7815942,31.282918870986858,FALSE,FALSE,Sunny,136,1.5745124887428044
West,Silt,Wheat,402.5902285089063,28.63473071417218,TRUE,TRUE,Cloudy,86,4.956248985981342
West,Clay,Wheat,660.8054198947129,23.350960134290077,TRUE,TRUE,Sunny,72,6.416033281239096
North,Loam,Maize,172.60115628621708,24.86339376682173,FALSE,TRUE,Cloudy,91,2.123637162245198
East,Chalky,Rice,154.72022635016899,31.562901345200924,FALSE,FALSE,Sunny,122,0.41669858452304764
North,Silt,Maize,818.9665647,32.876913792181284,FALSE,FALSE,Cloudy,145,4.979084261060925
North,Sandy,Barley,333.2429364596113,23.130857341481047,FALSE,TRUE,Rainy,69,3.563133506817099
West,Chalky,Cotton,163.52611259337561,34.033369792124645,TRUE,TRUE,Cloudy,95,3.9357620417685415
North,Clay,Soybean,825.6067374328505,28.35315403312068,FALSE,FALSE,Sunny,122,4.589821867
North,Peaty,Soybean,521.4423398494426,33.48447224650265,FALSE,TRUE,Rainy,116,5.047653147710171
East,Peaty,Rice,898.0931228401178,35.61282268,TRUE,TRUE,Sunny,70,8.301958740791495
West,Peaty,Cotton,406.32890078981944,15.086190505223769,TRUE,FALSE,Rainy,148,4.239240651789493
South,Silt,Barley,128.10084470163417,18.903897651804165,TRUE,FALSE,Rainy,114,2.9263338758551196
East,Clay,Soybean,447.3896560859611,16.341898869291132,TRUE,FALSE,Cloudy,116,4.118531362438057
East,Loam,Wheat,297.9992106630177,31.418505984420893,TRUE,FALSE,Cloudy,114,3.221393667907464
East,Silt,Barley,466.22600655603816,28.828081967266503,TRUE,FALSE,Sunny,99,4.402351993214952
West,Peaty,Rice,350.49409524037833,31.77415937625752,FALSE,TRUE,Sunny,112,3.6622501075620635
North,Clay,Wheat,344.95562350503633,34.683552228099906,FALSE,TRUE,Cloudy,135,2.4261002225893753
South,Peaty,Rice,524.3852191648568,24.660826613070178,TRUE,TRUE,Rainy,88,5.372897888266442
West,Clay,Cotton,664.1831481248562,31.128506576537188,TRUE,FALSE,Sunny,126,4.621436070550102
North,Clay,Wheat,436.2478154721408,31.910151138593314,FALSE,FALSE,Rainy,84,3.6957659857747096
East,Sandy,Wheat,405.0459781528728,39.49713472330081,FALSE,FALSE,Rainy,95,3.627776068954908
West,Silt,Barley,617.6489135989522,21.85011549604144,TRUE,TRUE,Cloudy,74,6.368271065
North,Chalky,Cotton,269.20203894678673,24.00471465479903,FALSE,FALSE,Sunny,104,1.4430410021571356
South,Clay,Soybean,381.44650811998366,39.86702813222706,FALSE,TRUE,Rainy,105,3.4525563123624448
South,Clay,Barley,714.0539982173752,23.336159876212484,FALSE,FALSE,Rainy,66,4.084710362256759
North,Silt,Barley,324.15790309722877,17.068111077344557,TRUE,FALSE,Rainy,85,3.373560177340981
West,Silt,Cotton,431.0291232524309,33.54082024618801,FALSE,TRUE,Cloudy,71,2.8131896534869787
East,Chalky,Cotton,986.9260157319272,26.571657411647585,FALSE,FALSE,Cloudy,135,5.091334598836014
North,Peaty,Cotton,713.2251764,22.293678765133293,FALSE,FALSE,Rainy,111,2.9532666178008027
East,Loam,Soybean,196.47385260085542,17.501862093818044,FALSE,FALSE,Cloudy,141,0.5996201917829254
South,Chalky,Cotton,556.0272629318489,28.540980957892195,FALSE,TRUE,Cloudy,86,5.199026264266735
North,Peaty,Rice,451.5780613544701,18.760061691460947,FALSE,FALSE,Rainy,122,2.812695142379516
South,Silt,Rice,255.96899409256326,15.44576984421657,TRUE,TRUE,Sunny,136,4.153289026
East,Clay,Cotton,864.1209176111619,18.66339447553416,TRUE,TRUE,Rainy,83,7.149236120722166
East,Clay,Cotton,957.5317993,25.713498350343933,TRUE,FALSE,Sunny,128,6.761009532043999
North,Sandy,Cotton,966.5553479,22.376346148675605,TRUE,TRUE,Sunny,66,8.231212635510415
North,Chalky,Cotton,325.40074925830424,30.137868114463686,TRUE,TRUE,Cloudy,140,5.490392527195568
North,Clay,Rice,908.9643609882771,37.56287785309296,TRUE,FALSE,Cloudy,82,6.226864148364201
South,Loam,Barley,329.66059504044597,31.617998643957588,TRUE,FALSE,Rainy,77,3.8672878519900706
East,Clay,Wheat,481.44149896457105,38.72388658145488,TRUE,FALSE,Cloudy,116,5.0052146255946335
East,Silt,Wheat,214.0044645146761,34.346360552639354,TRUE,FALSE,Sunny,96,3.4419227936373447
South,Silt,Cotton,970.9312405549806,33.45794693296082,TRUE,TRUE,Rainy,81,7.988285095137946
North,Sandy,Cotton,771.3585075,37.45728056490385,TRUE,TRUE,Rainy,71,6.569258986519147
West,Silt,Rice,499.12667965642777,16.51536238730324,FALSE,TRUE,Rainy,74,4.274613072285981
North,Loam,Wheat,918.9242134128081,15.018001128642181,TRUE,TRUE,Rainy,70,7.894180445587711
West,Clay,Rice,426.50048177600326,26.723445134788925,FALSE,FALSE,Sunny,107,1.6669196730404907
West,Sandy,Cotton,258.29386985154343,21.70622153926707,FALSE,TRUE,Rainy,85,3.0839028928497347
South,Loam,Rice,614.2469146118063,32.008743366482705,TRUE,FALSE,Cloudy,135,4.581112026127382
East,Silt,Cotton,477.17517734057697,34.72253942794497,FALSE,TRUE,Rainy,142,4.366777167953039
East,Clay,Wheat,149.69132331241144,24.476341937533487,TRUE,TRUE,Cloudy,138,4.903054392916031
East,Silt,Maize,396.8801123163646,34.30011268540133,TRUE,FALSE,Cloudy,101,4.409765995001059
East,Loam,Barley,837.5190630958581,37.40803185329248,TRUE,TRUE,Rainy,77,7.6218916660396525
South,Sandy,Wheat,380.941679,35.35701088976418,TRUE,TRUE,Rainy,115,5.747972051866328
West,Clay,Cotton,160.8933130188649,23.87334401,FALSE,TRUE,Cloudy,119,3.4305820408986283
East,Peaty,Soybean,539.5886699235975,19.23670903327644,TRUE,TRUE,Sunny,111,5.480877343417162
West,Clay,Cotton,519.3309448407736,31.173864715894513,TRUE,FALSE,Sunny,103,4.244592219
South,Loam,Maize,279.70033247360595,37.99752258355818,TRUE,FALSE,Cloudy,69,3.9736432461255684
North,Silt,Barley,125.8782667214422,35.60070267734054,FALSE,FALSE,Sunny,83,1.7365714259264908
South,Chalky,Rice,172.73802513920683,30.821460844769014,TRUE,FALSE,Sunny,88,3.4958543400142688
East,Silt,Barley,483.74850409741475,31.902306100844065,FALSE,TRUE,Cloudy,131,4.2957018175398165
North,Loam,Soybean,485.5025277112841,39.20783960227185,FALSE,TRUE,Cloudy,77,5.026242497327095
South,Sandy,Barley,603.6119155093581,18.855383123497436,FALSE,FALSE,Rainy,69,3.2127062974522573
South,Chalky,Rice,851.8361079290802,25.416208270829003,FALSE,TRUE,Rainy,90,5.567353767145165
West,Sandy,Cotton,829.3477270867755,39.29944556257602,TRUE,TRUE,Cloudy,126,7.419476363177631
South,Clay,Wheat,182.96455572052753,25.498918411940807,FALSE,TRUE,Sunny,135,2.6765284051656155
North,Loam,Rice,229.92734541786126,34.97233014067054,FALSE,FALSE,Sunny,85,3.2070639996541814
South,Peaty,Rice,697.7676983688694,26.797536381660038,TRUE,TRUE,Sunny,112,6.086972209
East,Chalky,Rice,995.1620234222922,31.388216106686777,TRUE,FALSE,Sunny,101,7.049417212251028
West,Peaty,Barley,400.7601874534371,16.25289692647749,TRUE,TRUE,Cloudy,83,4.722591226595016
North,Peaty,Soybean,674.9039434406002,18.73814110646163,TRUE,TRUE,Cloudy,104,5.9553910362334435
North,Peaty,Wheat,891.7201305049964,27.807189510458663,TRUE,FALSE,Sunny,86,6.246519498946581
South,Silt,Soybean,603.3062822133797,18.353064108782462,FALSE,FALSE,Rainy,149,3.4433672604855925
East,Sandy,Wheat,102.10668456621232,33.93233774712277,TRUE,FALSE,Cloudy,103,2.3928657974761447
West,Peaty,Barley,497.39405508160405,34.17706401,TRUE,TRUE,Rainy,99,5.535473453753143
North,Sandy,Maize,263.0635499979212,35.57615208569302,TRUE,TRUE,Rainy,92,4.8691020451097335
West,Sandy,Cotton,813.1736086999433,38.60396308369131,TRUE,TRUE,Rainy,89,8.052873026
South,Clay,Maize,511.39491512150954,30.615681215790815,TRUE,TRUE,Sunny,144,6.361549716
East,Loam,Cotton,328.75663695714036,32.39244489107484,FALSE,FALSE,Cloudy,101,2.423138932223571
South,Peaty,Maize,893.1604995471912,39.72683660101707,FALSE,TRUE,Sunny,117,6.554097168560667
West,Clay,Soybean,722.6119946271342,18.188848079685723,TRUE,FALSE,Cloudy,131,5.920653951
South,Clay,Cotton,629.1119758058628,34.26161677533791,FALSE,TRUE,Cloudy,146,5.472101660628193
West,Silt,Maize,460.30533224476994,23.781023880230563,TRUE,TRUE,Rainy,69,6.771936617651534
North,Chalky,Soybean,827.3278496506734,23.21683769058827,TRUE,TRUE,Rainy,91,6.955489475784948
North,Chalky,Cotton,595.0145888532454,32.30958792414391,TRUE,FALSE,Sunny,67,4.595746277288608
South,Peaty,Barley,255.03655715955097,27.54927696414682,FALSE,FALSE,Sunny,91,2.003290219144456
North,Silt,Wheat,507.3883575540263,38.97729434668068,FALSE,FALSE,Rainy,62,3.552899061422556
West,Silt,Soybean,496.1953156104298,32.29907044953733,TRUE,TRUE,Cloudy,91,5.353648992764665
North,Peaty,Rice,431.77304180658774,16.02428414473318,TRUE,TRUE,Sunny,87,5.215084844544812
East,Peaty,Barley,850.1099595,22.95648317942207,FALSE,FALSE,Sunny,106,5.714593659223922
East,Sandy,Cotton,373.8683837,30.04357888535752,FALSE,TRUE,Rainy,139,3.9508075968290144
South,Peaty,Wheat,560.6276176500908,18.619037864181042,TRUE,TRUE,Cloudy,100,5.775976768004704
South,Silt,Soybean,655.8002587978813,23.28490063972306,TRUE,TRUE,Cloudy,136,5.344092712472262
South,Chalky,Wheat,954.7149180126181,20.569103897109102,FALSE,TRUE,Cloudy,80,5.890739647984399
South,Sandy,Rice,710.8633139193576,18.983250484068456,FALSE,TRUE,Sunny,148,4.560335322
West,Peaty,Rice,271.9756732607335,36.761041511707575,FALSE,FALSE,Sunny,61,1.2274388292215588
West,Sandy,Rice,406.24144546749227,19.016653609058473,FALSE,TRUE,Rainy,133,3.695283132499728
East,Clay,Barley,978.3029111312911,20.423279914173555,TRUE,FALSE,Cloudy,147,7.523582514733201
West,Peaty,Maize,670.0943287960257,19.273094032673434,FALSE,FALSE,Rainy,62,4.249658277871795
North,Clay,Barley,361.57164694753624,30.809735144545918,TRUE,FALSE,Cloudy,145,3.8008732001489123
East,Chalky,Barley,103.10308106343011,39.79767643125321,FALSE,TRUE,Sunny,69,2.991017661977605
South,Silt,Barley,727.6839204011442,18.75689184382031,FALSE,TRUE,Rainy,123,4.793487901
South,Chalky,Barley,543.0673053488438,17.787621760637432,TRUE,TRUE,Cloudy,112,5.756773028724383
West,Chalky,Cotton,703.4977978995637,21.473012287017717,TRUE,TRUE,Rainy,106,6.630756218906167
East,Peaty,Barley,471.8177133414639,19.32712554589581,TRUE,TRUE,Sunny,145,5.542669740337287
West,Clay,Soybean,219.1340294447753,39.84466092694855,FALSE,FALSE,Sunny,148,2.0877743657752963
West,Loam,Maize,497.2623889828864,30.761578457046795,FALSE,FALSE,Cloudy,92,2.904103186
West,Peaty,Soybean,913.1317525287665,18.24511350565047,TRUE,FALSE,Sunny,95,6.144802611170454
East,Chalky,Soybean,293.9487865030269,35.99806834467404,TRUE,FALSE,Rainy,84,3.547739419695675
South,Sandy,Maize,535.2709765,36.52554609898457,TRUE,TRUE,Cloudy,123,5.828309735899724
North,Chalky,Cotton,147.21601198086228,21.71714980806935,TRUE,TRUE,Sunny,136,4.511242284083686
South,Sandy,Cotton,834.0168212760443,18.317239943060528,FALSE,TRUE,Cloudy,142,6.022179765108818
East,Peaty,Rice,945.0154173548129,35.269194017322185,FALSE,TRUE,Sunny,124,6.251366257042183
South,Loam,Soybean,835.7500190336985,22.230171350719075,FALSE,TRUE,Cloudy,91,5.513830311895602
South,Loam,Soybean,952.2732355231263,38.81070796531417,FALSE,TRUE,Cloudy,149,6.737079881817673
North,Loam,Wheat,968.8868592853435,15.527454348552418,FALSE,FALSE,Sunny,140,4.384976953475969
South,Chalky,Wheat,974.9161279398652,35.57672481724198,TRUE,TRUE,Sunny,62,8.016551247942143
South,Clay,Soybean,176.3284483273278,38.188864315364114,TRUE,FALSE,Sunny,91,3.5325744617044266
South,Chalky,Soybean,200.29661170678202,34.96190738044793,TRUE,TRUE,Rainy,134,4.644110196533508
West,Chalky,Wheat,856.0489623535956,28.829895486558666,TRUE,TRUE,Cloudy,137,7.860514162045169
East,Loam,Rice,199.2873425117662,26.84029079208338,TRUE,FALSE,Cloudy,132,3.5504015010769194
East,Chalky,Cotton,181.47235403788787,21.603553864341375,FALSE,FALSE,Cloudy,87,1.3700159636469833
North,Clay,Barley,700.5224569076684,38.99420095319664,TRUE,TRUE,Sunny,61,7.133805152053606
West,Loam,Barley,177.27790922498266,27.78869669031765,FALSE,TRUE,Sunny,95,3.046222584
West,Chalky,Cotton,426.0730126705236,24.234208487215575,FALSE,TRUE,Rainy,74,4.404270285761986
South,Silt,Wheat,649.0615713375201,15.308302010409534,FALSE,FALSE,Rainy,141,4.567835155626207
East,Loam,Rice,132.35656172035218,18.602701077535535,TRUE,FALSE,Sunny,96,2.224631622101965
North,Peaty,Wheat,739.3176664,26.919826884400592,FALSE,FALSE,Cloudy,76,4.728957240370347
West,Chalky,Rice,789.8416401413323,25.03790132409819,TRUE,TRUE,Cloudy,88,7.246825231203038
South,Silt,Soybean,782.3862330779275,25.49302113268199,FALSE,FALSE,Rainy,73,4.3799042931092504
North,Silt,Rice,623.1513810773912,28.025118593416003,FALSE,TRUE,Sunny,81,5.182014740210882
West,Sandy,Wheat,144.65095742149512,23.07124437265237,TRUE,FALSE,Sunny,126,1.977411727550379
North,Clay,Wheat,708.5642988905554,39.65415091526446,FALSE,TRUE,Sunny,143,5.549654458296817
West,Loam,Soybean,131.68968090551604,18.43787856481233,FALSE,TRUE,Cloudy,92,2.051068646824167
North,Chalky,Barley,240.17687927239746,37.25725948545129,FALSE,FALSE,Cloudy,99,1.6805870612689873
West,Peaty,Soybean,860.2016183696354,30.366843979078894,TRUE,TRUE,Rainy,79,7.588623502
West,Loam,Soybean,549.0701528925701,31.34524864,TRUE,FALSE,Cloudy,113,5.596518856928723
North,Loam,Cotton,108.62681408228075,22.52688808,TRUE,FALSE,Rainy,68,2.5731323738377325
West,Silt,Cotton,599.7410196001532,33.95804651248104,TRUE,TRUE,Sunny,73,7.038683429085953
West,Loam,Barley,595.5855834545662,21.258693053636083,TRUE,TRUE,Rainy,145,6.766619366444718
West,Peaty,Wheat,725.4621331125861,18.42593261061262,FALSE,FALSE,Rainy,97,4.096931168491686
North,Silt,Barley,922.3685539843455,21.71618298187788,TRUE,FALSE,Rainy,144,7.084689581937759
North,Sandy,Rice,951.8313012331118,23.083810426832017,TRUE,TRUE,Cloudy,134,7.609315552499205
West,Sandy,Cotton,694.3811791333521,26.381965097808163,TRUE,TRUE,Rainy,94,6.987548203784561
West,Silt,Wheat,102.19253493292003,29.794521860849613,TRUE,FALSE,Cloudy,91,2.3770142009670105
North,Silt,Rice,275.81407863341826,36.11672712805738,FALSE,FALSE,Sunny,140,2.2229016955294654
South,Loam,Cotton,822.7593398,26.476724958558385,FALSE,FALSE,Cloudy,144,4.532060425886562
West,Chalky,Soybean,686.8057107,34.11300770840733,FALSE,TRUE,Rainy,100,4.880229688044772
South,Sandy,Cotton,529.6407285006351,37.28005601966541,TRUE,TRUE,Sunny,114,5.443860633
North,Clay,Wheat,890.8138787152175,20.508393840214563,FALSE,FALSE,Sunny,141,5.0947417834313935
West,Sandy,Maize,631.7770547510306,35.27445040214647,TRUE,TRUE,Cloudy,138,5.986473454488262
South,Loam,Maize,466.2801617611061,35.00089155648046,TRUE,FALSE,Rainy,139,4.220703282835769
North,Clay,Rice,603.728246,15.114634537104763,TRUE,FALSE,Rainy,97,4.937900858483397
South,Peaty,Maize,742.0679509957502,21.92036977704073,TRUE,FALSE,Cloudy,89,6.0040119600200565
East,Peaty,Wheat,432.00241900113247,23.078679209765546,FALSE,FALSE,Cloudy,84,2.9722286188250173
North,Clay,Barley,456.79983730702145,36.78178919599037,FALSE,TRUE,Sunny,109,4.510937833591269
East,Silt,Soybean,527.5790359320023,37.24597521555165,TRUE,TRUE,Sunny,137,5.662724182073675
North,Chalky,Soybean,526.5241987385355,23.880053227197152,FALSE,FALSE,Cloudy,147,3.109017232248878
North,Clay,Maize,579.2288886426336,23.46835384997963,TRUE,TRUE,Sunny,62,6.288365876
West,Chalky,Maize,328.14944314013854,31.08860504338369,FALSE,TRUE,Cloudy,120,3.3413776019210517
East,Sandy,Maize,237.34807467655514,19.350273639535047,FALSE,FALSE,Cloudy,116,1.877584811
East,Silt,Rice,741.5347504925252,15.301500363150511,TRUE,FALSE,Rainy,123,5.929070304335184
East,Silt,Rice,443.548752,15.715391745454525,FALSE,TRUE,Sunny,144,3.3937659614887092
North,Loam,Rice,270.75579670359645,27.975790827908742,FALSE,TRUE,Sunny,62,4.093023768436057
East,Silt,Maize,655.0758260736151,27.369223630518817,TRUE,FALSE,Cloudy,86,5.6896711346969795
East,Chalky,Maize,473.12403578734285,23.147741594253844,FALSE,FALSE,Sunny,104,2.3502012376175383
West,Peaty,Maize,647.2663850661678,28.121484290429294,FALSE,FALSE,Rainy,132,3.9920771823511205
South,Peaty,Rice,856.1365341,38.06185307130109,FALSE,TRUE,Cloudy,99,7.2044610587969755
South,Silt,Rice,314.82618015484525,25.73240516663899,TRUE,FALSE,Cloudy,85,4.049557432270545
East,Loam,Barley,103.76342739763436,15.05243523752642,TRUE,TRUE,Cloudy,103,3.179243837342481
East,Loam,Barley,691.8008591601802,30.76174694270789,TRUE,FALSE,Sunny,88,4.362372681895246
East,Sandy,Maize,672.8230924353871,20.35955591007462,TRUE,FALSE,Sunny,143,5.167494120392873
East,Sandy,Soybean,487.2805240463576,16.530079533542832,TRUE,FALSE,Cloudy,73,3.833795953038512
South,Loam,Wheat,809.3125973820082,16.507652086217334,TRUE,FALSE,Cloudy,80,6.349394225563255
West,Clay,Soybean,617.6630031769358,17.083259181459894,FALSE,FALSE,Rainy,92,2.9707463280440005
North,Silt,Maize,448.23367479997705,17.57688148243674,TRUE,FALSE,Cloudy,101,3.811008046778713
East,Chalky,Wheat,541.3140828523053,29.73611652929796,TRUE,FALSE,Rainy,104,3.8813226518291173
East,Loam,Cotton,239.99859842250532,17.544675508466526,FALSE,FALSE,Cloudy,106,2.371562694
South,Sandy,Wheat,435.1580300352683,32.50995683625003,FALSE,FALSE,Cloudy,106,2.700879476999204
East,Silt,Maize,262.2983858855116,34.33176213,TRUE,TRUE,Cloudy,79,4.5712699217954045
West,Chalky,Maize,983.4235211499146,16.769820938930312,FALSE,TRUE,Sunny,104,6.992210013394694
West,Clay,Barley,917.8878388084643,30.507431948146973,TRUE,FALSE,Rainy,148,6.685027621437846
East,Silt,Cotton,693.5458151984883,33.34935370943927,FALSE,TRUE,Cloudy,127,5.477269715868128
South,Chalky,Wheat,548.3616744,32.03150109738276,FALSE,FALSE,Rainy,112,3.9493276229938026
East,Sandy,Barley,133.2664900804857,26.649487914556765,TRUE,TRUE,Rainy,78,3.856096971
East,Clay,Cotton,432.5351564394128,35.032930820573284,TRUE,TRUE,Cloudy,126,5.184385006293848
South,Peaty,Soybean,853.5607606511135,20.91857285825494,FALSE,TRUE,Sunny,114,5.898024546027488
West,Loam,Maize,854.8053085692942,39.07999535639273,TRUE,TRUE,Sunny,77,7.855701915778058
North,Loam,Cotton,487.12128902605275,19.722633764434818,TRUE,FALSE,Cloudy,87,4.953008890489583
East,Loam,Cotton,937.2177521183171,18.911302195491334,TRUE,TRUE,Cloudy,84,7.341087963701083
West,Silt,Barley,945.4332909159434,27.22849622651136,TRUE,TRUE,Cloudy,123,7.366141173
East,Loam,Rice,612.0016274838093,17.681412266699386,FALSE,FALSE,Rainy,107,2.768846797375198
North,Peaty,Maize,380.2791950172023,26.927948585205886,FALSE,FALSE,Sunny,121,2.381511467936413
South,Silt,Cotton,986.3840455414602,33.44668621881088,FALSE,TRUE,Cloudy,103,7.580606958329295
West,Chalky,Barley,320.6778684775537,16.690340148899054,TRUE,TRUE,Rainy,106,5.003932472457286
North,Peaty,Barley,815.2298949970977,27.06364790919143,FALSE,FALSE,Sunny,108,4.594665492363159
East,Peaty,Barley,270.33372100634153,17.969119731019525,FALSE,TRUE,Cloudy,131,2.602563105740797
North,Silt,Rice,396.88510890448856,21.80543321968886,TRUE,FALSE,Cloudy,138,3.037777843744926
West,Peaty,Maize,258.7151351669994,30.235046069697884,TRUE,TRUE,Cloudy,113,3.857933049778717
South,Loam,Rice,498.38796569988364,18.790901527870936,TRUE,TRUE,Rainy,126,5.484793293891529
East,Peaty,Wheat,549.7324843977135,29.14330504216501,TRUE,FALSE,Sunny,82,5.202442273745285
South,Loam,Barley,866.0220057108727,26.023930559917346,TRUE,TRUE,Sunny,69,7.873186707114667
South,Peaty,Wheat,342.44886563673936,17.18126426120671,TRUE,FALSE,Rainy,66,3.4461702549316695
North,Silt,Maize,358.3826834988314,24.76912332261886,FALSE,FALSE,Sunny,143,2.0329448951043942
North,Loam,Rice,215.58590540326998,27.41718780709987,TRUE,TRUE,Cloudy,114,4.041090787687837
West,Clay,Cotton,226.23507941981788,33.54311621349437,TRUE,TRUE,Rainy,148,4.563452029936193
West,Peaty,Wheat,875.4213374,32.231601753554195,TRUE,TRUE,Rainy,61,7.068902091564832
South,Loam,Cotton,240.2324822753221,39.449111921410505,FALSE,TRUE,Sunny,108,3.390778121137381
